PROBE_ID	ENTREZ_GENE_ID	SYMBOL
ILMN_1771813	645839	LOC645839
ILMN_1675560	645843	LOC645843
ILMN_1655047	645848	LOC645848
ILMN_1691405	645850	LOC645850
ILMN_1665323	645851	LOC645851
ILMN_1704976	645852	LOC645852
ILMN_1749068	645863	LOC645863
ILMN_1657711	645868	LOC645868
ILMN_1681326	645869	LOC645869
ILMN_1659623	645870	LOC645870
ILMN_1756914	645871	LOC645871
ILMN_1726024	645875	LOC645875
ILMN_1740538	645876	LOC645876
ILMN_3290690	645877	LOC645877
ILMN_1657010	645879	LOC645879
ILMN_1665244	645882	LOC645882
ILMN_1759520	645885	LOC645885
ILMN_1715318	645888	LOC645888
ILMN_1656534	645891	LOC645891
ILMN_1658687	645893	LOC645893
ILMN_1711156	645895	LOC645895
ILMN_1746842	645897	LOC645897
ILMN_1746485	645899	LOC645899
ILMN_1681674	645904	LOC645904
ILMN_1708512	645904	LOC645904
ILMN_1784487	645908	LOC645908
ILMN_1666875	645914	LOC645914
ILMN_1700105	645915	LOC645915
ILMN_1660260	645927	LOC645927
ILMN_1797193	645929	LOC645929
ILMN_3291484	645930	LOC645930
ILMN_1655096	645931	LOC645931
ILMN_1807303	645932	LOC645932
ILMN_1679042	645937	LOC645937
ILMN_1803580	645941	LOC645941
ILMN_1666268	645942	LOC645942
ILMN_3285356	645944	LOC645944
ILMN_1705702	645946	LOC645946
ILMN_1651576	645947	LOC645947
ILMN_1711715	645951	LOC645951
ILMN_1775698	645953	LOC645953
ILMN_1660590	645955	LOC645955
ILMN_1726080	645956	LOC645956
ILMN_1702903	645958	LOC645958
ILMN_3291477	645960	LOC645960
ILMN_1660302	645961	LOC645961
ILMN_1766280	645963	LOC645963
ILMN_1781692	645964	LOC645964
ILMN_1754533	645966	LOC645966
ILMN_1696306	645967	LOC645967
ILMN_1695370	645968	LOC645968
ILMN_3210946	645969	LOC645969
ILMN_3287443	645969	LOC645969
ILMN_1654857	645971	LOC645971
ILMN_1688113	645974	LOC645974
ILMN_3215195	645978	LOC645978
ILMN_3291705	645978	LOC645978
ILMN_3285153	645979	LOC645979
ILMN_1734196	645981	LOC645981
ILMN_1660095	645983	LOC645983
ILMN_1799826	645986	LOC645986
ILMN_1717299	645992	LOC645992
ILMN_3240077	645993	LOC645993
ILMN_1671627	645994	LOC645994
ILMN_1812773	645995	LOC645995
ILMN_1667482	646003	LOC646003
ILMN_1713811	646004	LOC646004
ILMN_1774479	646008	LOC646008
ILMN_1703570	646009	LOC646009
ILMN_1699339	646010	LOC646010
ILMN_1671273	646011	LOC646011
ILMN_1719133	646012	LOC646012
ILMN_1666214	646012	LOC646012
ILMN_1690704	646019	LOC646019
ILMN_3292026	646021	LOC646021
ILMN_3215516	646021	LOC646021
ILMN_1668353	646023	LOC646023
ILMN_1684987	646026	LOC646026
ILMN_1652436	646029	LOC646029
ILMN_3211963	646030	LOC646030
ILMN_3288461	646030	LOC646030
ILMN_1712789	646033	LOC646033
ILMN_3290120	646034	LOC646034
ILMN_3201614	646034	LOC646034
ILMN_1764153	646036	LOC646036
ILMN_1683641	646037	LOC646037
ILMN_1715525	646038	LOC646038
ILMN_1789998	646040	LOC646040
ILMN_1802928	646041	LOC646041
ILMN_1789346	646043	LOC646043
ILMN_3209973	646044	LOC646044
ILMN_1782533	646046	LOC646046
ILMN_1695691	646047	LOC646047
ILMN_3206558	646048	LOC646048
ILMN_3231927	646048	LOC646048
ILMN_3282937	646049	LOC646049
ILMN_1714955	646050	LOC646050
ILMN_1779788	646055	LOC646055
ILMN_3278305	646056	LOC646056
ILMN_3217450	646057	LOC646057
ILMN_3292168	646057	LOC646057
ILMN_1691574	646064	LOC646064
ILMN_3244188	646066	LOC646066
ILMN_1803001	646067	LOC646067
ILMN_3235602	646070	LOC646070
ILMN_1781270	646071	LOC646071
ILMN_1699722	646074	LOC646074
ILMN_1723583	646079	LOC646079
ILMN_1732775	646082	LOC646082
ILMN_1776887	646084	LOC646084
ILMN_3287899	646085	LOC646085
ILMN_1692902	646089	LOC646089
ILMN_1676150	646090	LOC646090
ILMN_3281594	646093	LOC646093
ILMN_1679514	646094	LOC646094
ILMN_1736346	646096	LOC646096
ILMN_1720365	646097	LOC646097
ILMN_1690158	646098	LOC646098
ILMN_1676407	646100	LOC646100
ILMN_1671935	646103	LOC646103
ILMN_1776571	646103	LOC646103
ILMN_1785588	646103	LOC646103
ILMN_1661357	646106	LOC646106
ILMN_1669659	646109	LOC646109
ILMN_1672624	646110	LOC646110
ILMN_1762546	646111	LOC646111
ILMN_1678265	646114	LOC646114
ILMN_1726469	646119	LOC646119
ILMN_1740707	646123	LOC646123
ILMN_3286655	646127	LOC646127
ILMN_1667100	646128	LOC646128
ILMN_1691565	646129	LOC646129
ILMN_1682357	646130	LOC646130
ILMN_1683921	646132	LOC646132
ILMN_1685189	646134	LOC646134
ILMN_1692916	646135	LOC646135
ILMN_1656301	646139	LOC646139
ILMN_1661647	646144	LOC646144
ILMN_1690672	646144	LOC646144
ILMN_1653601	646144	LOC646144
ILMN_1777608	646145	LOC646145
ILMN_1815571	646146	LOC646146
ILMN_1662224	646149	LOC646149
ILMN_1661128	646154	LOC646154
ILMN_1748886	646155	LOC646155
ILMN_1793819	646156	LOC646156
ILMN_1746882	646160	LOC646160
ILMN_1813297	646162	LOC646162
ILMN_1654496	646168	LOC646168
ILMN_1736254	646173	LOC646173
ILMN_1671720	646176	LOC646176
ILMN_1667204	646178	LOC646178
ILMN_1726464	646179	LOC646179
ILMN_1683084	646183	LOC646183
ILMN_3210411	646187	LOC646187
ILMN_1789044	646190	LOC646190
ILMN_1752035	646191	LOC646191
ILMN_1655863	646193	LOC646193
ILMN_1803323	646194	LOC646194
ILMN_1684258	646195	LOC646195
ILMN_1776047	646197	LOC646197
ILMN_1786213	646198	LOC646198
ILMN_1732328	646200	LOC646200
ILMN_3294380	646201	LOC646201
ILMN_3211047	646201	LOC646201
ILMN_1687536	646207	LOC646207
ILMN_3284137	646208	LOC646208
ILMN_3207627	646208	LOC646208
ILMN_1693069	646209	LOC646209
ILMN_1676041	646210	LOC646210
ILMN_3243351	646214	LOC646214
ILMN_1685590	646215	LOC646215
ILMN_1721423	646223	LOC646223
ILMN_1718742	646226	LOC646226
ILMN_1688665	646227	LOC646227
ILMN_1710333	646236	LOC646236
ILMN_1686490	646237	LOC646237
ILMN_1698791	646241	LOC646241
ILMN_1745558	646243	LOC646243
ILMN_1685323	646243	LOC646243
ILMN_1696909	646246	LOC646246
ILMN_1668990	646249	LOC646249
ILMN_1688788	646254	LOC646254
ILMN_1697002	646256	LOC646256
ILMN_1777491	646257	LOC646257
ILMN_3286230	646260	LOC646260
ILMN_3208632	646260	LOC646260
ILMN_1795531	646262	LOC646262
ILMN_1660247	646266	LOC646266
ILMN_1696939	646268	LOC646268
ILMN_3290275	646269	LOC646269
ILMN_3287178	646272	LOC646272
ILMN_1730282	646276	LOC646276
ILMN_1667653	646278	LOC646278
ILMN_3250427	646278	LOC646278
ILMN_3249965	646278	LOC646278
ILMN_1777161	646279	LOC646279
ILMN_1808721	646280	LOC646280
ILMN_3204172	646282	LOC646282
ILMN_3280961	646282	LOC646282
ILMN_1702450	646283	LOC646283
ILMN_3294335	646294	LOC646294
ILMN_3217815	646294	LOC646294
ILMN_1694517	646296	LOC646296
ILMN_1667338	646299	LOC646299
ILMN_1771665	646300	LOC646300
ILMN_1685447	646300	LOC646300
ILMN_3234967	646301	LOC646301
ILMN_1726696	646302	LOC646302
ILMN_1794407	646303	LOC646303
ILMN_1793658	646304	LOC646304
ILMN_1651582	646307	LOC646307
ILMN_1711832	646309	LOC646309
ILMN_1663438	646310	LOC646310
ILMN_1699037	646312	LOC646312
ILMN_3205781	646316	LOC646316
ILMN_3282292	646316	LOC646316
ILMN_1668971	646317	LOC646317
ILMN_1682423	646320	LOC646320
ILMN_1752746	646324	LOC646324
ILMN_3213261	646330	LOC646330
ILMN_3283253	646330	LOC646330
ILMN_1675608	646331	LOC646331
ILMN_1762528	646332	LOC646332
ILMN_1809451	646334	LOC646334
ILMN_1691672	646335	LOC646335
ILMN_1738299	646342	LOC646342
ILMN_3243019	646344	LOC646344
ILMN_1707965	646345	LOC646345
ILMN_3288154	646346	LOC646346
ILMN_3198367	646347	LOC646347
ILMN_1748425	646348	LOC646348
ILMN_1738607	646350	LOC646350
ILMN_3242685	646353	LOC646353
ILMN_1682657	646357	LOC646357
ILMN_1693404	646358	LOC646358
ILMN_1726623	646359	LOC646359
ILMN_1651329	646360	LOC646360
ILMN_1667072	646361	LOC646361
ILMN_1689871	646363	LOC646363
ILMN_2071898	646365	LOC646365
ILMN_1798326	646366	LOC646366
ILMN_1655170	646366	LOC646366
ILMN_1710614	646372	LOC646372
ILMN_1730289	646373	LOC646373
ILMN_1665183	646374	LOC646374
ILMN_1721465	646376	LOC646376
ILMN_3203797	646377	LOC646377
ILMN_3280299	646377	LOC646377
ILMN_1784653	646381	LOC646381
ILMN_1796465	646383	LOC646383
ILMN_1673085	646388	LOC646388
ILMN_1671043	646396	LOC646396
ILMN_1689736	646399	LOC646399
ILMN_1672162	646400	LOC646400
ILMN_1705125	646401	LOC646401
ILMN_1667195	646403	LOC646403
ILMN_3239826	646405	LOC646405
ILMN_1711276	646407	LOC646407
ILMN_1655758	646407	LOC646407
ILMN_1657816	646422	LOC646422
ILMN_1661466	646424	LOC646424
ILMN_1699806	646426	LOC646426
ILMN_1667933	646428	LOC646428
ILMN_1784685	646429	LOC646429
ILMN_1699682	646431	LOC646431
ILMN_1660227	646434	LOC646434
ILMN_1729055	646437	LOC646437
ILMN_3290862	646438	LOC646438
ILMN_3201944	646438	LOC646438
ILMN_1686036	646439	LOC646439
ILMN_1681003	646442	LOC646442
ILMN_1746923	646443	LOC646443
ILMN_1704143	646444	LOC646444
ILMN_1689792	646445	LOC646445
ILMN_3289016	646446	LOC646446
ILMN_1739201	646447	LOC646447
ILMN_1696526	646448	LOC646448
ILMN_1666212	646449	LOC646449
ILMN_1711605	646452	LOC646452
ILMN_1690859	646456	LOC646456
ILMN_1763380	646458	LOC646458
ILMN_1739998	646461	LOC646461
ILMN_1721651	646463	LOC646463
ILMN_1669619	646470	LOC646470
ILMN_1687708	646471	LOC646471
ILMN_1806660	646473	LOC646473
ILMN_3244240	646476	LOC646476
ILMN_1774802	646481	LOC646481
ILMN_1799102	646482	LOC646482
ILMN_1673738	646483	LOC646483
ILMN_1789334	646484	LOC646484
ILMN_1755353	646484	LOC646484
ILMN_1796756	646486	LOC646486
ILMN_1739864	646491	LOC646491
ILMN_1737519	646492	LOC646492
ILMN_3245712	646493	LOC646493
ILMN_1745617	646494	LOC646494
ILMN_1681332	646496	LOC646496
ILMN_1723465	646498	LOC646498
ILMN_1687170	646498	LOC646498
ILMN_1682067	646501	LOC646501
ILMN_1659426	646503	LOC646503
ILMN_1735265	646507	LOC646507
ILMN_1805833	646508	LOC646508
ILMN_1714458	646509	LOC646509
ILMN_1671132	646512	LOC646512
ILMN_3202022	646513	LOC646513
ILMN_1703642	646515	LOC646515
ILMN_1704856	646519	LOC646519
ILMN_1679433	646521	LOC646521
ILMN_3207738	646527	LOC646527
ILMN_1706864	646529	LOC646529
ILMN_1669424	646531	LOC646531
ILMN_1707206	646533	LOC646533
ILMN_1651760	646537	LOC646537
ILMN_3211323	646543	LOC646543
ILMN_3286204	646547	LOC646547
ILMN_3294170	646548	LOC646548
ILMN_3204682	646548	LOC646548
ILMN_1667957	646549	LOC646549
ILMN_1799690	646550	LOC646550
ILMN_1784764	646552	LOC646552
ILMN_1656187	646554	LOC646554
ILMN_1664854	646560	LOC646560
ILMN_1739570	646561	LOC646561
ILMN_1792979	646561	LOC646561
ILMN_1665970	646562	LOC646562
ILMN_1674816	646566	LOC646566
ILMN_1700950	646567	LOC646567
ILMN_1748437	646568	LOC646568
ILMN_1805585	646569	LOC646569
ILMN_1789372	646570	LOC646570
ILMN_3284521	646572	LOC646572
ILMN_3213750	646572	LOC646572
ILMN_1771049	646573	LOC646573
ILMN_1660504	646574	LOC646574
ILMN_1670879	646575	LOC646575
ILMN_3288032	646576	LOC646576
ILMN_1772594	646580	LOC646580
ILMN_3211537	646581	LOC646581
ILMN_1677435	646582	LOC646582
ILMN_1656280	646584	LOC646584
ILMN_1767369	646585	LOC646585
ILMN_1701409	646588	LOC646588
ILMN_1810582	646588	LOC646588
ILMN_1653378	646589	LOC646589
ILMN_1772314	646590	LOC646590
ILMN_1763767	646596	LOC646596
ILMN_1660576	646604	LOC646604
ILMN_1713401	646607	LOC646607
ILMN_1669605	646609	LOC646609
ILMN_1776382	646615	LOC646615
ILMN_1677925	646617	LOC646617
ILMN_1716639	646625	LOC646625
ILMN_3199658	646626	LOC646626
ILMN_3230582	646626	LOC646626
ILMN_1680753	646627	LOC646627
ILMN_1773455	646627	LOC646627
ILMN_1669051	646628	LOC646628
ILMN_3289618	646629	LOC646629
ILMN_1691449	646630	LOC646630
ILMN_1714218	646631	LOC646631
ILMN_1675999	646632	LOC646632
ILMN_1714821	646638	LOC646638
ILMN_3275919	646644	LOC646644
ILMN_3199450	646644	LOC646644
ILMN_1813094	646649	LOC646649
ILMN_1759861	646653	LOC646653
ILMN_1793231	646654	LOC646654
ILMN_1729542	646663	LOC646663
ILMN_1685488	646664	LOC646664
ILMN_1765612	646665	LOC646665
ILMN_1696748	646667	LOC646667
ILMN_1685704	646670	LOC646670
ILMN_3291413	646672	LOC646672
ILMN_3206064	646674	LOC646674
ILMN_1745702	646675	LOC646675
ILMN_1814220	646676	LOC646676
ILMN_1701765	646677	LOC646677
ILMN_1698294	646680	LOC646680
ILMN_1670757	646686	LOC646686
ILMN_3205162	646688	LOC646688
ILMN_3282174	646688	LOC646688
ILMN_1731500	646691	LOC646691
ILMN_1759390	646697	LOC646697
ILMN_1793949	646698	LOC646698
ILMN_1749893	646699	LOC646699
ILMN_3292376	646700	LOC646700
ILMN_1684547	646703	LOC646703
ILMN_1718140	646706	LOC646706
ILMN_1847415	646708	LOC646708
ILMN_3288466	646709	LOC646709
ILMN_1707686	646713	LOC646713
ILMN_1670031	646714	LOC646714
ILMN_1674870	646716	LOC646716
ILMN_1651672	646717	LOC646717
ILMN_1720353	646719	LOC646719
ILMN_1751847	646719	LOC646719
ILMN_1815765	646720	LOC646720
ILMN_1694778	646723	LOC646723
ILMN_1661509	646730	LOC646730
ILMN_1677609	646731	LOC646731
ILMN_1795312	646734	LOC646734
ILMN_1667326	646740	LOC646740
ILMN_1734775	646743	LOC646743
ILMN_1694413	646746	LOC646746
ILMN_1703529	646746	LOC646746
ILMN_1777847	646748	LOC646748
ILMN_1663227	646750	LOC646750
ILMN_3290019	646753	LOC646753
ILMN_3206531	646754	LOC646754
ILMN_3283043	646754	LOC646754
ILMN_1739681	646762	LOC646762
ILMN_1698552	646764	LOC646764
ILMN_1775243	646766	LOC646766
ILMN_1741662	646769	LOC646769
ILMN_1676329	646772	LOC646772
ILMN_1743031	646774	LOC646774
ILMN_1796064	646778	LOC646778
ILMN_1706404	646779	LOC646779
ILMN_1698548	646780	LOC646780
ILMN_1718502	646781	LOC646781
ILMN_1755457	646782	LOC646782
ILMN_1730791	646783	LOC646783
ILMN_3199655	646784	LOC646784
ILMN_3276525	646784	LOC646784
ILMN_3210538	646785	LOC646785
ILMN_3287033	646785	LOC646785
ILMN_1654915	646786	LOC646786
ILMN_3207233	646791	LOC646791
ILMN_3283742	646791	LOC646791
ILMN_1778139	646793	LOC646793
ILMN_1687707	646795	LOC646795
ILMN_1699136	646796	LOC646796
ILMN_1668436	646799	LOC646799
ILMN_3234241	646801	LOC646801
ILMN_3240465	646802	LOC646802
ILMN_1673598	646803	LOC646803
ILMN_1654965	646804	LOC646804
ILMN_3219843	646805	LOC646805
ILMN_3296372	646805	LOC646805
ILMN_1705264	646806	LOC646806
ILMN_3215743	646808	LOC646808
ILMN_3288755	646808	LOC646808
ILMN_1756985	646812	LOC646812
ILMN_1696886	646813	LOC646813
ILMN_1702585	646817	LOC646817
ILMN_1663467	646818	LOC646818
ILMN_3287093	646819	LOC646819
ILMN_3199755	646821	LOC646821
ILMN_1753600	646823	LOC646823
ILMN_1790393	646825	LOC646825
ILMN_1671985	646829	LOC646829
ILMN_1730319	646835	LOC646835
ILMN_3232557	646836	LOC646836
ILMN_3209358	646836	LOC646836
ILMN_3275033	646841	LOC646841
ILMN_1664437	646845	LOC646845
ILMN_1676836	646848	LOC646848
ILMN_1692545	646849	LOC646849
ILMN_3201500	646851	LOC646851
ILMN_1683017	646853	LOC646853
ILMN_1738402	646855	LOC646855
ILMN_1767147	646858	LOC646858
ILMN_1679437	646861	LOC646861
ILMN_1672332	646862	LOC646862
ILMN_1658964	646863	LOC646863
ILMN_1692164	646864	LOC646864
ILMN_1721314	646867	LOC646867
ILMN_1674021	646869	LOC646869
ILMN_1652507	646870	LOC646870
ILMN_1652737	646871	LOC646871
ILMN_1680354	646879	LOC646879
ILMN_1672562	646881	LOC646881
ILMN_1663559	646882	LOC646882
ILMN_1743606	646887	LOC646887
ILMN_1758680	646888	LOC646888
ILMN_1746075	646890	LOC646890
ILMN_1674283	646890	LOC646890
ILMN_3276647	646891	LOC646891
ILMN_1701610	646892	LOC646892
ILMN_1805329	646892	LOC646892
ILMN_1671433	646895	LOC646895
ILMN_1667582	646895	LOC646895
ILMN_1693225	646897	LOC646897
ILMN_1802906	646900	LOC646900
ILMN_1797073	646903	LOC646903
ILMN_1813167	646905	LOC646905
ILMN_1662370	646906	LOC646906
ILMN_1784566	646908	LOC646908
ILMN_3279935	646909	LOC646909
ILMN_3211302	646909	LOC646909
ILMN_1675433	646914	LOC646914
ILMN_1815210	646915	LOC646915
ILMN_3245074	646916	LOC646916
ILMN_1749525	646917	LOC646917
ILMN_1807424	646918	LOC646918
ILMN_1714499	646920	LOC646920
ILMN_1759880	646926	LOC646926
ILMN_1680398	646931	LOC646931
ILMN_1655615	646932	LOC646932
ILMN_1671206	646933	LOC646933
ILMN_3219929	646934	LOC646934
ILMN_3234624	646934	LOC646934
ILMN_3282938	646936	LOC646936
ILMN_3206429	646936	LOC646936
ILMN_1799168	646938	LOC646938
ILMN_1691701	646939	LOC646939
ILMN_3200299	646942	LOC646942
ILMN_3277850	646942	LOC646942
ILMN_1662651	646943	LOC646943
ILMN_1755975	646946	LOC646946
ILMN_1775368	646947	LOC646947
ILMN_3216979	646949	LOC646949
ILMN_1713896	646951	LOC646951
ILMN_1660166	646951	LOC646951
ILMN_3200217	646956	LOC646956
ILMN_3276697	646956	LOC646956
ILMN_1674447	646960	LOC646960
ILMN_3282395	646966	LOC646966
ILMN_1668068	646970	LOC646970
ILMN_1656722	646971	LOC646971
ILMN_1658905	646976	LOC646976
ILMN_1704208	646981	LOC646981
ILMN_1701943	646982	LOC646982
ILMN_1710458	646990	LOC646990
ILMN_1668881	646992	LOC646992
ILMN_3294365	646993	LOC646993
ILMN_3247256	646996	LOC646996
ILMN_1698541	646997	LOC646997
ILMN_1671646	646999	LOC646999
ILMN_1704750	647000	LOC647000
ILMN_1703692	647000	LOC647000
ILMN_1704374	647003	LOC647003
ILMN_1724840	647006	LOC647006
ILMN_1657249	647008	LOC647008
ILMN_1739045	647009	LOC647009
ILMN_1716349	647011	LOC647011
ILMN_3284530	647012	LOC647012
ILMN_3294556	647013	LOC647013
ILMN_3212980	647013	LOC647013
ILMN_1706591	647015	LOC647015
ILMN_3200678	647020	LOC647020
ILMN_1768407	647022	LOC647022
ILMN_1711756	647025	LOC647025
ILMN_1774603	647028	LOC647028
ILMN_3211906	647030	LOC647030
ILMN_2163025	647031	LOC647031
ILMN_1750592	647034	LOC647034
ILMN_1701878	647035	LOC647035
ILMN_1761922	647037	LOC647037
ILMN_1685759	647038	LOC647038
ILMN_1782350	647041	LOC647041
ILMN_1721992	647041	LOC647041
ILMN_1776250	647042	LOC647042
ILMN_1733175	647044	LOC647044
ILMN_1685696	647046	LOC647046
ILMN_1652666	647049	LOC647049
ILMN_1669652	647050	LOC647050
ILMN_1784130	647054	LOC647054
ILMN_3203656	647055	LOC647055
ILMN_1691358	647058	LOC647058
ILMN_1652939	647060	LOC647060
ILMN_1656181	647065	LOC647065
ILMN_3286660	647070	LOC647070
ILMN_1709891	647074	LOC647074
ILMN_1682565	647079	LOC647079
ILMN_1697557	647080	LOC647080
ILMN_3219631	647081	LOC647081
ILMN_3290800	647081	LOC647081
ILMN_1664318	647082	LOC647082
ILMN_1654249	647083	LOC647083
ILMN_3293972	647086	LOC647086
ILMN_1773991	647089	LOC647089
ILMN_1669620	647096	LOC647096
ILMN_3246292	647099	LOC647099
ILMN_1652700	647102	LOC647102
ILMN_1684849	647103	LOC647103
ILMN_1806612	647104	LOC647104
ILMN_1803241	647107	LOC647107
ILMN_1774206	647108	LOC647108
ILMN_1774779	647121	LOC647121
ILMN_1808864	647122	LOC647122
ILMN_1725947	647123	LOC647123
ILMN_1668868	647129	LOC647129
ILMN_1743592	647130	LOC647130
ILMN_1696068	647131	LOC647131
ILMN_1696705	647134	LOC647134
ILMN_1658235	647135	LOC647135
ILMN_1684634	647135	LOC647135
ILMN_1734292	647135	LOC647135
ILMN_1753692	647135	LOC647135
ILMN_3294085	647138	LOC647138
ILMN_1724925	647147	LOC647147
ILMN_1743526	647149	LOC647149
ILMN_3207933	647150	LOC647150
ILMN_3284447	647150	LOC647150
ILMN_1805019	647154	LOC647154
ILMN_1674186	647156	LOC647156
ILMN_3235571	647157	LOC647157
ILMN_1679524	647163	LOC647163
ILMN_1784395	647166	LOC647166
ILMN_1684928	647169	LOC647169
ILMN_1782937	647169	LOC647169
ILMN_1719086	647171	LOC647171
ILMN_1667826	647174	LOC647174
ILMN_1812904	647176	LOC647176
ILMN_1690547	647181	LOC647181
ILMN_3235750	647187	LOC647187
ILMN_3275611	647188	LOC647188
ILMN_1670177	647190	LOC647190
ILMN_1784349	647191	LOC647191
ILMN_1723642	647193	LOC647193
ILMN_1732313	647195	LOC647195
ILMN_1785064	647197	LOC647197
ILMN_1717794	647199	LOC647199
ILMN_1771643	647200	LOC647200
ILMN_1685584	647206	LOC647206
ILMN_1757651	647208	LOC647208
ILMN_1727977	647210	LOC647210
ILMN_3236093	647211	LOC647211
ILMN_1667962	647212	LOC647212
ILMN_1654073	647213	LOC647213
ILMN_2073409	647215	LOC647215
ILMN_1693291	647219	LOC647219
ILMN_3236279	647224	LOC647224
ILMN_1698832	647225	LOC647225
ILMN_1708625	647229	LOC647229
ILMN_1778992	647234	LOC647234
ILMN_1719774	647237	LOC647237
ILMN_1658599	647243	LOC647243
ILMN_1660103	647244	LOC647244
ILMN_1663096	647246	LOC647246
ILMN_1652368	647247	LOC647247
ILMN_1796484	647250	LOC647250
ILMN_1666323	647251	LOC647251
ILMN_1731673	647254	LOC647254
ILMN_1718613	647257	LOC647257
ILMN_3246694	647262	LOC647262
ILMN_1770358	647264	LOC647264
ILMN_1680230	647264	LOC647264
ILMN_1810899	647269	LOC647269
ILMN_1653410	647274	LOC647274
ILMN_1668317	647275	LOC647275
ILMN_3207060	647276	LOC647276
ILMN_3283573	647276	LOC647276
ILMN_1695421	647279	LOC647279
ILMN_1692499	647281	LOC647281
ILMN_1697287	647283	LOC647283
ILMN_3289100	647285	LOC647285
ILMN_1737434	647286	LOC647286
ILMN_1697578	647286	LOC647286
ILMN_3204768	647288	LOC647288
ILMN_1800055	647295	LOC647295
ILMN_1715709	647297	LOC647297
ILMN_3275590	647302	LOC647302
ILMN_1772277	647306	LOC647306
ILMN_3285785	647307	LOC647307
ILMN_1676565	647308	LOC647308
ILMN_1788991	647309	LOC647309
ILMN_1668297	647309	LOC647309
ILMN_1671249	647310	LOC647310
ILMN_1684318	647311	LOC647311
ILMN_1804491	647315	LOC647315
ILMN_1659627	647322	LOC647322
ILMN_1738780	647323	LOC647323
ILMN_1770473	647326	LOC647326
ILMN_1687572	647328	LOC647328
ILMN_1683491	647331	LOC647331
ILMN_1814643	647333	LOC647333
ILMN_3245716	647334	LOC647334
ILMN_1706277	647335	LOC647335
ILMN_1766558	647336	LOC647336
ILMN_1685672	647337	LOC647337
ILMN_1680890	647339	LOC647339
ILMN_1685774	647340	LOC647340
ILMN_3245834	647341	LOC647341
ILMN_1669138	647343	LOC647343
ILMN_1813381	647344	LOC647344
ILMN_1758183	647346	LOC647346
ILMN_1738554	647346	LOC647346
ILMN_1724881	647346	LOC647346
ILMN_1665208	647347	LOC647347
ILMN_1755986	647348	LOC647348
ILMN_1658911	647349	LOC647349
ILMN_1795718	647353	LOC647353
ILMN_1729408	647357	LOC647357
ILMN_1652660	647357	LOC647357
ILMN_1807262	647359	LOC647359
ILMN_1794020	647360	LOC647360
ILMN_1652230	647361	LOC647361
ILMN_1737849	647363	LOC647363
ILMN_1762185	647366	LOC647366
ILMN_1716827	647366	LOC647366
ILMN_1706411	647370	LOC647370
ILMN_1758343	647371	LOC647371
ILMN_1706000	647374	LOC647374
ILMN_1655871	647384	LOC647384
ILMN_1686702	647384	LOC647384
ILMN_1784554	647389	LOC647389
ILMN_1806888	647391	LOC647391
ILMN_1669304	647400	LOC647400
ILMN_1799560	647406	LOC647406
ILMN_1718739	647407	LOC647407
ILMN_1678296	647413	LOC647413
ILMN_1713818	647415	LOC647415
ILMN_1692996	647417	LOC647417
ILMN_1717123	647435	LOC647435
ILMN_1772998	647436	LOC647436
ILMN_1662766	647439	LOC647439
ILMN_1761950	647444	LOC647444
ILMN_1775323	647444	LOC647444
ILMN_1681930	647447	LOC647447
ILMN_1668709	647447	LOC647447
ILMN_1670297	647447	LOC647447
ILMN_1653018	647447	LOC647447
ILMN_1707954	647447	LOC647447
ILMN_1758168	647448	LOC647448
ILMN_1699214	647450	LOC647450
ILMN_1652015	647451	LOC647451
ILMN_1757172	647456	LOC647456
ILMN_1729198	647460	LOC647460
ILMN_1790981	647461	LOC647461
ILMN_1759402	647466	LOC647466
ILMN_1764310	647468	LOC647468
ILMN_1793215	647471	LOC647471
ILMN_1703369	647474	LOC647474
ILMN_1658067	647474	LOC647474
ILMN_1687371	647479	LOC647479
ILMN_1715425	647480	LOC647480
ILMN_1687041	647481	LOC647481
ILMN_1663233	647485	LOC647485
ILMN_1680844	647493	LOC647493
ILMN_1709707	647499	LOC647499
ILMN_1679073	647500	LOC647500
ILMN_1699382	647500	LOC647500
ILMN_3240375	647506	LOC647506
ILMN_1652450	647509	LOC647509
ILMN_1780669	647513	LOC647513
ILMN_3202274	647515	LOC647515
ILMN_3278753	647515	LOC647515
ILMN_1657033	647519	LOC647519
ILMN_1767546	647520	LOC647520
ILMN_1700556	647521	LOC647521
ILMN_1697657	647527	LOC647527
ILMN_1653572	647529	LOC647529
ILMN_1795910	647531	LOC647531
ILMN_1663709	647533	LOC647533
ILMN_1738948	647534	LOC647534
ILMN_1681501	647535	LOC647535
ILMN_1658556	647536	LOC647536
ILMN_1800408	647537	LOC647537
ILMN_1660980	647540	LOC647540
ILMN_1655773	647541	LOC647541
ILMN_1666464	647542	LOC647542
ILMN_1671123	647543	LOC647543
ILMN_1683367	647544	LOC647544
ILMN_1709135	647546	LOC647546
ILMN_1666055	647551	LOC647551
ILMN_1668475	647558	LOC647558
ILMN_1662688	647566	LOC647566
ILMN_1696249	647568	LOC647568
ILMN_1804538	647570	LOC647570
ILMN_1664389	647571	LOC647571
ILMN_1652758	647579	LOC647579
ILMN_1713788	647582	LOC647582
ILMN_1788718	647584	LOC647584
ILMN_1690356	647585	LOC647585
ILMN_3248786	647588	LOC647588
ILMN_1758649	647589	LOC647589
ILMN_1692635	647591	LOC647591
ILMN_1748742	647592	LOC647592
ILMN_3247367	647595	LOC647595
ILMN_1686316	647596	LOC647596
ILMN_3208881	647597	LOC647597
