PROBE_ID	ENTREZ_GENE_ID	SYMBOL
ILMN_1794117	26330	GAPDHS
ILMN_1675191	202309	GAPT
ILMN_3242271	202309	GAPT
ILMN_1671221	26130	GAPVD1
ILMN_1708954	54433	GAR1
ILMN_3263329	54433	GAR1
ILMN_2412549	54433	GAR1
ILMN_1779347	84253	GARNL3
ILMN_1666832	23108	GARNL4
ILMN_2041236	23108	GARNL4
ILMN_1771026	2617	GARS
ILMN_1679476	2618	GART
ILMN_1793220	2618	GART
ILMN_1800020	2618	GART
ILMN_1772910	2619	GAS1
ILMN_2062701	2619	GAS1
ILMN_1804569	2620	GAS2
ILMN_1652852	2620	GAS2
ILMN_1724059	10634	GAS2L1
ILMN_2370535	10634	GAS2L1
ILMN_1792777	10634	GAS2L1
ILMN_2045576	246176	GAS2L2
ILMN_1711712	246176	GAS2L2
ILMN_2211003	283431	GAS2L3
ILMN_1754378	60674	GAS5
ILMN_1779558	2621	GAS6
ILMN_1781614	2621	GAS6
ILMN_1784749	2621	GAS6
ILMN_1768260	2621	GAS6
ILMN_1687018	8522	GAS7
ILMN_1745994	8522	GAS7
ILMN_1790080	8522	GAS7
ILMN_2274571	8522	GAS7
ILMN_1783798	2622	GAS8
ILMN_1712721	2520	GAST
ILMN_1797251	2623	GATA1
ILMN_2102670	2624	GATA2
ILMN_2406656	2625	GATA3
ILMN_1749866	2626	GATA4
ILMN_1760153	140628	GATA5
ILMN_1695041	2627	GATA6
ILMN_1710863	57798	GATAD1
ILMN_1673682	54815	GATAD2A
ILMN_1766359	57459	GATAD2B
ILMN_1809034	283459	GATC
ILMN_1729180	2628	GATM
ILMN_1699631	352954	GATS
ILMN_1755123	2629	GBA
ILMN_2364110	2629	GBA
ILMN_1674560	57704	GBA2
ILMN_1656846	57704	GBA2
ILMN_2181064	57733	GBA3
ILMN_1664350	57733	GBA3
ILMN_1741837	2630	GBAP
ILMN_1778611	2631	GBAS
ILMN_1789702	2632	GBE1
ILMN_2157544	8729	GBF1
ILMN_1652906	26301	GBGT1
ILMN_2148785	2633	GBP1
ILMN_1701114	2633	GBP1
ILMN_1774077	2634	GBP2
ILMN_1725314	2635	GBP3
ILMN_1771385	115361	GBP4
ILMN_2114568	115362	GBP5
ILMN_1756953	163351	GBP6
ILMN_2121568	163351	GBP6
ILMN_2052172	388646	GBP7
ILMN_3240441	2636	GBX1
ILMN_1680320	2637	GBX2
ILMN_1736162	2638	GC
ILMN_1800602	25801	GCA
ILMN_1724437	23464	GCAT
ILMN_1682206	79571	GCC1
ILMN_1678831	9648	GCC2
ILMN_1654195	9648	GCC2
ILMN_2408730	9648	GCC2
ILMN_1797482	2639	GCDH
ILMN_2296843	2639	GCDH
ILMN_1667449	257144	GCET2
ILMN_1685948	257144	GCET2
ILMN_2388254	257144	GCET2
ILMN_1724396	2641	GCG
ILMN_1725311	2642	GCGR
ILMN_1812759	2643	GCH1
ILMN_2335813	2643	GCH1
ILMN_1788802	2643	GCH1
ILMN_1694780	2644	GCHFR
ILMN_1706775	2645	GCK
ILMN_1676437	2645	GCK
ILMN_1694472	2645	GCK
ILMN_1815530	2646	GCKR
ILMN_2215194	2729	GCLC
ILMN_1730575	2729	GCLC
ILMN_1788547	2730	GCLM
ILMN_2225974	2730	GCLM
ILMN_1695135	8521	GCM1
ILMN_1728449	9247	GCM2
ILMN_1734312	10985	GCN1L1
ILMN_1666545	2650	GCNT1
ILMN_2225135	2650	GCNT1
ILMN_1653174	2651	GCNT2
ILMN_1666986	2651	GCNT2
ILMN_1680390	2651	GCNT2
ILMN_1807970	2651	GCNT2
ILMN_1712082	9245	GCNT3
ILMN_3236182	51301	GCNT4
ILMN_3266787	644378	GCNT6
ILMN_3190324	644378	GCNT6
ILMN_3249296	140687	GCNT7
ILMN_1795702	145781	Gcom1
ILMN_1693716	145781	Gcom1
ILMN_2402581	145781	Gcom1
ILMN_2272857	145781	GCOM1
ILMN_1674151	145781	GCOM1
ILMN_1746635	145781	Gcom1
ILMN_2090782	2653	GCSH
ILMN_1666403	2653	GCSH
ILMN_2090786	2653	GCSH
ILMN_1812494	9615	GDA
ILMN_1674949	9615	GDA
ILMN_2276933	54332	GDAP1
ILMN_1721801	54332	GDAP1
ILMN_1760208	78997	GDAP1L1
ILMN_1789059	54834	GDAP2
ILMN_1728698	51573	GDE1
ILMN_3236437	118425	GDEP
ILMN_1662280	2657	GDF1
ILMN_1685319	2657	GDF1
ILMN_1728642	2657	GDF1
ILMN_1678191	2662	GDF10
ILMN_1745132	10220	GDF11
ILMN_2188862	9518	GDF15
ILMN_1760363	2658	GDF2
ILMN_2210111	9573	GDF3
ILMN_1796471	8200	GDF5
ILMN_3264684	554250	GDF5OS
ILMN_3188215	554250	GDF5OS
ILMN_1757441	392255	GDF6
ILMN_2150175	392255	GDF6
ILMN_1803881	151449	GDF7
ILMN_1738783	2661	GDF9
ILMN_1734153	2664	GDI1
ILMN_1754178	2665	GDI2
ILMN_1674882	2668	GDNF
ILMN_1705019	2668	GDNF
ILMN_1662492	2668	GDNF
ILMN_1729599	284161	GDPD1
ILMN_2106265	284161	GDPD1
ILMN_1726549	54857	GDPD2
ILMN_1774901	79153	GDPD3
ILMN_1731870	79153	GDPD3
ILMN_1742040	220032	GDPD4
ILMN_1701643	81544	GDPD5
ILMN_1651536	115557	GEFT
ILMN_2388965	115557	GEFT
ILMN_1741027	115557	GEFT
ILMN_2367883	2669	GEM
ILMN_1677092	2669	GEM
ILMN_1678968	2669	GEM
ILMN_1770206	50628	GEMIN4
ILMN_1663383	25929	GEMIN5
ILMN_1707484	79833	GEMIN6
ILMN_2327181	79760	GEMIN7
ILMN_1673384	79760	GEMIN7
ILMN_2364088	54960	GEMIN8
ILMN_1748116	54960	GEMIN8
ILMN_2206282	348654	GEN1
ILMN_1680220	348654	GEN1
ILMN_3249840	348654	GEN1
ILMN_1697176	2670	GFAP
ILMN_1768055	2671	GFER
ILMN_1690420	2672	GFI1
ILMN_1742548	8328	GFI1B
ILMN_1657682	85476	GFM1
ILMN_2378696	84340	GFM2
ILMN_1686668	84340	GFM2
ILMN_1778240	54438	GFOD1
ILMN_1744006	81577	GFOD2
ILMN_2220187	2673	GFPT1
ILMN_2220184	2673	GFPT1
ILMN_1709674	9945	GFPT2
ILMN_2253805	2674	GFRA1
ILMN_2334359	2674	GFRA1
ILMN_1725678	2674	GFRA1
ILMN_1656300	2675	GFRA2
ILMN_1810716	2676	GFRA3
ILMN_1779047	64096	GFRA4
ILMN_1662378	64096	GFRA4
ILMN_1708710	389400	GFRAL
ILMN_1691742	389400	GFRAL
ILMN_1681668	26088	GGA1
ILMN_1708174	26088	GGA1
ILMN_2278908	26088	GGA1
ILMN_2403851	26088	GGA1
ILMN_1658175	26088	GGA1
ILMN_1686152	23062	GGA2
ILMN_2402972	23163	GGA3
ILMN_1675982	23163	GGA3
ILMN_1751135	23163	GGA3
ILMN_1745005	79017	GGCT
ILMN_2101526	79017	GGCT
ILMN_1758232	2677	GGCX
ILMN_2195914	8836	GGH
ILMN_1681754	8836	GGH
ILMN_1691719	199720	GGN
ILMN_3270462	449520	GGNBP1
ILMN_1725620	79893	GGNBP2
ILMN_2346856	9453	GGPS1
ILMN_1692276	9453	GGPS1
ILMN_1686531	2678	GGT1
ILMN_1669393	2678	GGT1
ILMN_2274240	2678	GGT1
ILMN_1652604	2678	GGT1
ILMN_2368585	2678	GGT1
ILMN_3192867	728441	GGT2
ILMN_3269395	728441	GGT2
ILMN_3235704	2679	GGT3
ILMN_2190486	2679	GGT3P
ILMN_1749372	2687	GGT5
ILMN_1788942	124975	GGT6
ILMN_1737036	2686	GGT7
ILMN_3237246	645367	GGT8P
ILMN_2212780	2681	GGTA1
ILMN_1786186	2686	GGTL3
ILMN_1715051	2686	GGTL3
ILMN_1680730	92086	GGTLC1
ILMN_1692188	92086	GGTLC1
ILMN_3306988	92086	GGTLC1
ILMN_1651236	92086	GGTLC1
ILMN_2403896	91227	GGTLC2
ILMN_1781261	2688	GH1
ILMN_2328874	2688	GH1
ILMN_2296450	2689	GH2
ILMN_1659354	2689	GH2
ILMN_2413473	2689	GH2
ILMN_1661113	2689	GH2
ILMN_1746378	84514	GHDC
ILMN_1728467	27069	GHITM
ILMN_1775814	2690	GHR
ILMN_1794372	2691	GHRH
ILMN_1714884	2692	GHRHR
ILMN_2275060	2692	GHRHR
ILMN_1740186	2692	GHRHR
ILMN_1696380	51738	GHRL
ILMN_3256106	100126793	GHRLOS
ILMN_1717492	2693	GHSR
ILMN_1806691	2693	GHSR
ILMN_1731547	2694	GIF
ILMN_1815639	64599	GIGYF1
ILMN_3268924	26058	GIGYF2
ILMN_1757186	170575	GIMAP1
ILMN_1689371	26157	GIMAP2
ILMN_2135272	26157	GIMAP2
ILMN_1748473	55303	GIMAP4
ILMN_1769383	55340	GIMAP5
ILMN_2329429	474344	GIMAP6
ILMN_1757785	474344	GIMAP6
ILMN_1776678	168537	GIMAP7
ILMN_2133316	168537	GIMAP7
ILMN_1747305	155038	GIMAP8
ILMN_3249235	54826	GIN1
ILMN_1697751	9837	GINS1
ILMN_1809590	51659	GINS2
ILMN_1754272	64785	GINS3
ILMN_1807501	84296	GINS4
ILMN_1673805	2695	GIP
ILMN_2342903	10755	GIPC1
ILMN_1796177	10755	GIPC1
ILMN_1672545	54810	GIPC2
ILMN_2075476	54810	GIPC2
ILMN_1722826	126326	GIPC3
ILMN_2082005	2696	GIPR
ILMN_1733155	28964	GIT1
ILMN_1760922	9815	GIT2
ILMN_2355776	9815	GIT2
ILMN_2368575	548593	GIYD1
ILMN_2272708	548593	GIYD1
ILMN_2407605	79008	GIYD2
ILMN_1664993	79008	GIYD2
ILMN_1727087	2697	GJA1
ILMN_2200210	84694	GJA10
ILMN_1876266	2700	GJA3
ILMN_1731516	2700	GJA3
ILMN_1671106	2701	GJA4
ILMN_1702972	2702	GJA5
ILMN_1722753	2702	GJA5
ILMN_1686867	2703	GJA8
ILMN_1710161	81025	GJA9
ILMN_1799535	2705	GJB1
ILMN_1769388	2706	GJB2
ILMN_1789575	2707	GJB3
ILMN_2334531	2707	GJB3
ILMN_1731525	2707	GJB3
ILMN_1718268	127534	GJB4
ILMN_1735365	2709	GJB5
ILMN_2226223	10804	GJB6
ILMN_1718671	10804	GJB6
ILMN_1801454	375519	GJB7
ILMN_1687023	10052	GJC1
ILMN_2397484	10052	GJC1
ILMN_1723048	57165	GJC2
ILMN_1757629	349149	GJC3
ILMN_1712396	57369	GJD2
ILMN_1691743	125111	GJD3
ILMN_1654742	219770	GJD4
ILMN_1725471	2710	GK
ILMN_2393296	2710	GK
ILMN_1722330	2712	GK2
ILMN_1673892	256356	GK5
ILMN_1736972	80318	GKAP1
ILMN_1760103	56287	GKN1
ILMN_1813688	200504	GKN2
ILMN_1766637	2717	GLA
ILMN_2397721	2720	GLB1
ILMN_2289111	2720	GLB1
ILMN_1735155	2720	GLB1
ILMN_2217513	79411	GLB1L
ILMN_2144401	89944	GLB1L2
ILMN_3248891	112937	GLB1L3
ILMN_1781431	113263	GLCCI1
ILMN_1714349	26035	GLCE
ILMN_1806754	2731	GLDC
ILMN_1704376	342035	GLDN
ILMN_1754912	2733	GLE1
ILMN_1694323	2733	GLE1
ILMN_1772261	2734	GLG1
ILMN_1779989	2735	GLI1
ILMN_1727577	2736	GLI2
ILMN_1771962	2737	GLI3
ILMN_1782751	2738	GLI4
ILMN_1769245	11010	GLIPR1
ILMN_1768975	256710	GLIPR1L1
ILMN_1769559	144321	GLIPR1L2
ILMN_1652631	152007	GLIPR2
ILMN_1736101	148979	GLIS1
ILMN_1710985	84662	GLIS2
ILMN_1747386	169792	GLIS3
ILMN_1664099	169792	GLIS3
ILMN_2291871	169792	GLIS3
ILMN_1693427	169792	GLIS3
ILMN_2402600	169792	GLIS3
ILMN_1749448	11146	GLMN
ILMN_1739397	11146	GLMN
ILMN_1702177	2739	GLO1
ILMN_1738656	51031	GLOD4
ILMN_2236440	392465	GLOD5
ILMN_1787257	2740	GLP1R
ILMN_1770675	9340	GLP2R
ILMN_1764797	2741	GLRA1
ILMN_1788786	2742	GLRA2
ILMN_1787085	8001	GLRA3
ILMN_2354287	8001	GLRA3
ILMN_3241921	441509	GLRA4
ILMN_1669631	2743	GLRB
ILMN_1737308	2745	GLRX
ILMN_2258268	51022	GLRX2
ILMN_1737912	51022	GLRX2
ILMN_1680727	51022	GLRX2
ILMN_3247462	10539	GLRX3
ILMN_1796165	51218	GLRX5
ILMN_2188722	2744	GLS
ILMN_1677439	27165	GLS2
ILMN_1706070	27165	GLS2
ILMN_1656327	144423	GLT1D1
ILMN_1727043	79709	GLT25D1
ILMN_1736742	23127	GLT25D2
ILMN_1736060	360203	GLT6D1
ILMN_1713290	55830	GLT8D1
ILMN_1652727	55830	GLT8D1
ILMN_2386891	55830	GLT8D1
ILMN_1796341	55830	GLT8D1
ILMN_1802654	83468	GLT8D2
ILMN_1764380	51228	GLTP
ILMN_2234310	80772	GLTPD1
ILMN_1727195	388323	GLTPD2
ILMN_1782829	29998	GLTSCR1
ILMN_1703565	29997	GLTSCR2
ILMN_1713756	2746	GLUD1
ILMN_1777521	2747	GLUD2
ILMN_1765208	2752	GLUL
ILMN_2269977	2752	GLUL
ILMN_1653496	2752	GLUL
ILMN_1757477	10249	GLYAT
ILMN_1668510	10249	GLYAT
ILMN_1811345	10249	GLYAT
ILMN_1769032	92292	GLYATL1
ILMN_2161820	219970	GLYATL2
ILMN_1681123	9731	GlyBP
ILMN_2161910	644076	GLYCAM1
ILMN_1663620	644076	GLYCAM1
ILMN_1702202	644076	GLYCAM1
ILMN_1791222	132158	GLYCTK
ILMN_1721365	401983	gm127
ILMN_2221046	2760	GM2A
ILMN_1670532	64395	GMCL1
ILMN_2194627	64395	GMCL1
ILMN_1778105	64396	GMCL1L
ILMN_1711227	2762	GMDS
ILMN_1727761	10691	GMEB1
ILMN_2383419	10691	GMEB1
ILMN_1683204	26205	GMEB2
ILMN_2093674	2764	GMFB
ILMN_1711617	9535	GMFG
ILMN_1805693	51291	GMIP
ILMN_1654479	2765	GML
ILMN_1720114	51053	GMNN
ILMN_1804476	29926	GMPPA
ILMN_1693878	29926	GMPPA
ILMN_2412927	29925	GMPPB
ILMN_1773645	29925	GMPPB
ILMN_1720207	29925	GMPPB
ILMN_1729487	2766	GMPR
ILMN_1677919	51292	GMPR2
ILMN_1754788	51292	GMPR2
ILMN_2365595	51292	GMPR2
ILMN_3242205	8833	GMPS
ILMN_1802397	2767	GNA11
ILMN_2216157	2768	GNA12
ILMN_1692191	2768	GNA12
ILMN_1699358	2768	GNA12
ILMN_1758906	10672	GNA13
ILMN_2176037	10672	GNA13
ILMN_1686227	9630	GNA14
ILMN_1773963	2769	GNA15
ILMN_1742044	2770	GNAI1
ILMN_2131467	2770	GNAI1
ILMN_1775762	2771	GNAI2
ILMN_1696003	2773	GNAI3
ILMN_1669271	2774	GNAL
ILMN_1746027	2774	GNAL
ILMN_2258897	2774	GNAL
ILMN_1730546	2775	GNAO1
ILMN_1742704	2775	GNAO1
ILMN_1800381	2775	GNAO1
ILMN_1659923	2776	GNAQ
ILMN_1804283	2778	GNAS
ILMN_1785637	2778	GNAS
ILMN_1769191	2778	GNAS
ILMN_3239955	149775	GNASAS
ILMN_1750901	2779	GNAT1
ILMN_1697315	2779	GNAT1
ILMN_1745537	2780	GNAT2
ILMN_1706176	346562	GNAT3
ILMN_1654354	346562	GNAT3
ILMN_1766182	2781	GNAZ
ILMN_1760320	2782	GNB1
ILMN_1761044	54584	GNB1L
ILMN_1658928	2783	GNB2
ILMN_1736500	10399	GNB2L1
ILMN_2115336	2784	GNB3
ILMN_1733249	59345	GNB4
ILMN_2129545	59345	GNB4
ILMN_2412294	10681	GNB5
ILMN_1698395	10681	GNB5
ILMN_1712348	10681	GNB5
ILMN_1729417	10020	GNE
ILMN_1757074	2790	GNG10
ILMN_1652003	2790	GNG10
ILMN_1782419	2791	GNG11
ILMN_1673380	55970	GNG12
ILMN_1730256	51764	GNG13
ILMN_1807925	54331	GNG2
ILMN_1806147	2785	GNG3
ILMN_1804357	2786	GNG4
ILMN_1701854	2787	GNG5
ILMN_1728107	2788	GNG7
ILMN_1693269	94235	GNG8
ILMN_2091100	2792	GNGT1
ILMN_1671237	2793	GNGT2
ILMN_1789457	2794	GNL1
ILMN_1761113	29889	GNL2
ILMN_1806106	26354	GNL3
ILMN_2324056	26354	GNL3
ILMN_1790659	26354	GNL3
ILMN_1708414	54552	GNL3L
ILMN_3251251	54552	GNL3L
ILMN_2256295	10578	GNLY
ILMN_1790692	10578	GNLY
ILMN_1708779	10578	GNLY
ILMN_1736238	27232	GNMT
ILMN_1699859	8443	GNPAT
ILMN_1784709	10007	GNPDA1
ILMN_2079488	132789	GNPDA2
ILMN_1691567	132789	GNPDA2
ILMN_1686235	64841	GNPNAT1
ILMN_1736757	79158	GNPTAB
ILMN_2110206	79158	GNPTAB
ILMN_1764230	84572	GNPTG
ILMN_1745991	2796	GNRH1
ILMN_2354285	2797	GNRH2
ILMN_1697845	2797	GNRH2
ILMN_2385918	2798	GNRHR
ILMN_2224619	114814	GNRHR2
ILMN_1744517	2799	GNS
ILMN_1807152	2800	GOLGA1
ILMN_1738821	2801	GOLGA2
ILMN_1726505	55592	GOLGA2L1
ILMN_2091113	84559	GOLGA2LY1
ILMN_3235780	401634	GOLGA2LY2
ILMN_1733511	2802	GOLGA3
ILMN_1776297	2803	GOLGA4
ILMN_1773741	9950	GOLGA5
ILMN_1737359	55889	GOLGA6
ILMN_2110057	342096	GOLGA6
ILMN_1750447	342096	GOLGA6A
ILMN_2144791	55889	GOLGA6B
ILMN_1713936	55889	GOLGA6B
ILMN_1805221	51125	GOLGA7
ILMN_1778673	51125	GOLGA7
ILMN_2268921	51125	GOLGA7
ILMN_3247945	401647	GOLGA7B
ILMN_1717887	401647	GOLGA7B
ILMN_1712469	23015	GOLGA8A
ILMN_1803385	440270	GOLGA8B
ILMN_2103547	440270	GOLGA8B
ILMN_1773111	390535	GOLGA8E
ILMN_2192351	390535	GOLGA8E
ILMN_1747854	390535	GOLGA8E
ILMN_1669302	440244	GOLGA8F
ILMN_1790740	283768	GOLGA8G
ILMN_1775716	283768	GOLGA8G
ILMN_1797503	283768	GOLGA8G
ILMN_3241725	283796	GOLGA9P
ILMN_1747935	2804	GOLGB1
ILMN_3245116	27333	GOLIM4
ILMN_1766405	51280	GOLM1
ILMN_1737011	51280	GOLM1
ILMN_1708841	64083	GOLPH3
ILMN_1706764	55204	GOLPH3L
ILMN_2186216	27333	GOLPH4
ILMN_1795344	27333	GOLPH4
ILMN_1738989	55638	GOLSYN
ILMN_2137208	127845	GOLT1A
ILMN_1767837	51026	GOLT1B
ILMN_1661138	54856	GON4L
ILMN_1740770	54856	GON4L
ILMN_2388585	57120	GOPC
ILMN_1716821	64689	GORASP1
ILMN_1748018	26003	GORASP2
ILMN_1798816	9527	GOSR1
ILMN_2401033	9527	GOSR1
ILMN_1807072	9570	GOSR2
ILMN_1656293	9570	GOSR2
ILMN_1722812	9570	GOSR2
ILMN_1656145	2805	GOT1
ILMN_1778726	137362	GOT1L1
ILMN_1801348	2806	GOT2
ILMN_1753575	2811	GP1BA
ILMN_2311873	2813	GP2
ILMN_1780622	2814	GP5
ILMN_2223772	51206	GP6
ILMN_1732269	51206	GP6
ILMN_1743290	2815	GP9
ILMN_1729170	10223	GPA33
ILMN_1769702	8733	GPAA1
ILMN_2178855	57678	GPAM
ILMN_1758213	57678	GPAM
ILMN_2137625	150763	GPAT2
ILMN_1655230	54865	GPATC4
ILMN_1655625	55094	GPATCH1
ILMN_1786036	55105	GPATCH2
ILMN_1686929	63906	GPATCH3
ILMN_2281069	54865	GPATCH4
ILMN_2383305	54865	GPATCH4
ILMN_2383306	54865	GPATCH4
ILMN_1764617	23131	GPATCH8
ILMN_1727709	151306	GPBAR1
ILMN_2316386	151306	GPBAR1
ILMN_2233493	65056	GPBP1
ILMN_1711792	65056	GPBP1
ILMN_1662719	60313	GPBP1L1
ILMN_2076250	60313	GPBP1L1
ILMN_1801516	2817	GPC1
ILMN_1651642	221914	GPC2
ILMN_2051972	2719	GPC3
ILMN_1789502	2239	GPC4
ILMN_1688886	2262	GPC5
ILMN_1805216	10082	GPC6
ILMN_1764175	2819	GPD1
ILMN_1694106	23171	GPD1L
ILMN_1723139	2820	GPD2
ILMN_2105643	2820	GPD2
ILMN_2384056	2852	GPER
ILMN_1795298	2852	GPER
ILMN_1665435	2852	GPER
ILMN_1766204	170589	GPHA2
ILMN_1788650	122876	GPHB5
ILMN_1677962	10243	GPHN
ILMN_1723607	10243	GPHN
ILMN_2173451	2821	GPI
ILMN_1726210	338328	GPIHBP1
ILMN_1734076	338328	GPIHBP1
ILMN_2307150	338328	GPIHBP1
ILMN_1684197	27238	GPKOW
ILMN_1765419	2822	GPLD1
ILMN_1733564	2822	GPLD1
ILMN_1711312	2823	GPM6A
ILMN_2397646	2823	GPM6A
ILMN_1716869	2823	GPM6A
ILMN_1735438	2824	GPM6B
ILMN_1704665	2824	GPM6B
ILMN_1670308	2824	GPM6B
ILMN_1772719	11321	GPN1
ILMN_2205245	54707	GPN2
ILMN_1704943	51184	GPN3
ILMN_3239426	51184	GPN3
ILMN_2407389	10457	GPNMB
ILMN_1801205	10457	GPNMB
ILMN_2107004	2825	GPR1
ILMN_1655348	2825	GPR1
ILMN_1796431	83550	GPR101
ILMN_2221336	84109	GPR103
ILMN_1811048	57720	GPR107
ILMN_2396571	56927	GPR108
ILMN_1750497	338442	GPR109A
ILMN_1677693	8843	GPR109B
ILMN_1791138	8843	GPR109B
ILMN_1782237	8843	GPR109B
ILMN_1672559	266977	GPR110
ILMN_1744299	266977	GPR110
ILMN_2241124	266977	GPR110
ILMN_1787932	266977	GPR110
ILMN_1715390	222611	GPR111
ILMN_2115534	139378	GPR112
ILMN_1762897	165082	GPR113
ILMN_1666902	221188	GPR114
ILMN_1684653	221393	GPR115
ILMN_1728785	221395	GPR116
ILMN_1684931	139760	GPR119
ILMN_1703765	2835	GPR12
ILMN_1755942	338557	GPR120
ILMN_1733541	84435	GPR123
ILMN_1773059	25960	GPR124
ILMN_1787648	166647	GPR125
ILMN_1722316	166647	GPR125
ILMN_1674181	166647	GPR125
ILMN_1696558	166647	GPR125
ILMN_2367010	57211	GPR126
ILMN_2125395	84873	GPR128
ILMN_1808078	84873	GPR128
ILMN_1811171	29933	GPR132
ILMN_1682487	283383	GPR133
ILMN_1658265	64582	GPR135
ILMN_2054271	64582	GPR135
ILMN_1804332	56834	GPR137
ILMN_2121816	7107	GPR137B
ILMN_1741224	283554	GPR137C
ILMN_1803218	124274	GPR139
ILMN_2092333	353345	GPR141
ILMN_1656818	353345	GPR141
ILMN_1669626	350383	GPR142
ILMN_1756261	4935	GPR143
ILMN_1798488	347088	GPR144
ILMN_1684227	115330	GPR146
ILMN_1703183	344561	GPR148
ILMN_2122076	344758	GPR149
ILMN_1673712	344758	GPR149
ILMN_2192779	2838	GPR15
ILMN_1708428	285601	GPR150
ILMN_1811039	134391	GPR151
ILMN_1659982	390212	GPR152
ILMN_2146495	387509	GPR153
ILMN_1709194	151556	GPR155
ILMN_1709925	151556	GPR155
ILMN_1731498	165829	GPR156
ILMN_1654703	80045	GPR157
ILMN_1727093	57512	GPR158
ILMN_1762188	440435	GPR158L1
ILMN_1662846	26996	GPR160
ILMN_1753680	23432	GPR161
ILMN_1773940	23432	GPR161
ILMN_1730816	27239	GPR162
ILMN_1686095	27239	GPR162
ILMN_1668779	2840	GPR17
ILMN_1721672	29909	GPR171
ILMN_2041577	79581	GPR172A
ILMN_1683492	55065	GPR172B
ILMN_1676447	54328	GPR173
ILMN_2298028	54328	GPR173
ILMN_1774813	54328	GPR173
ILMN_2055609	84636	GPR174
ILMN_1715404	84636	GPR174
ILMN_1804938	131601	GPR175
ILMN_1748890	11245	GPR176
ILMN_1660549	79971	GPR177
ILMN_2283325	79971	GPR177
ILMN_2399769	79971	GPR177
ILMN_1753913	79971	GPR177
ILMN_1671260	79971	GPR177
ILMN_1731294	440435	GPR179
ILMN_1780368	2841	GPR18
ILMN_1738712	160897	GPR180
ILMN_1696810	11318	GPR182
ILMN_3235514	1880	GPR183
ILMN_2102201	2842	GPR19
ILMN_1805973	2842	GPR19
ILMN_1704464	2843	GPR20
ILMN_1789696	2844	GPR21
ILMN_1684865	2845	GPR22
ILMN_1761766	2848	GPR25
ILMN_1653267	2849	GPR26
ILMN_1744034	2850	GPR27
ILMN_1725271	2827	GPR3
ILMN_1679962	2853	GPR31
ILMN_1651457	2854	GPR32
ILMN_1778660	2857	GPR34
ILMN_1701947	2857	GPR34
ILMN_1807613	2857	GPR34
ILMN_1710221	2859	GPR35
ILMN_2218935	2861	GPR37
ILMN_1782944	9283	GPR37L1
ILMN_1688768	2863	GPR39
ILMN_2074477	2828	GPR4
ILMN_2135898	2866	GPR42
ILMN_1703326	11251	GPR44
ILMN_2052487	11250	GPR45
ILMN_1694483	9248	GPR50
ILMN_1671929	9293	GPR52
ILMN_2204280	9293	GPR52
ILMN_1723274	9290	GPR55
ILMN_1697228	9289	GPR56
ILMN_2352097	9289	GPR56
ILMN_2384122	9289	GPR56
ILMN_1796475	2830	GPR6
ILMN_1671225	83873	GPR61
ILMN_1756807	118442	GPR62
ILMN_1653648	81491	GPR63
ILMN_1751885	10149	GPR64
ILMN_2349071	10149	GPR64
ILMN_1734740	8477	GPR65
ILMN_2232121	8477	GPR65
ILMN_1671142	8111	GPR68
ILMN_1772727	10936	GPR75
ILMN_1669317	27202	GPR77
ILMN_1729932	27201	GPR78
ILMN_2161848	27198	GPR81
ILMN_1811272	27198	GPR81
ILMN_1763500	27197	GPR82
ILMN_2070375	27197	GPR82
ILMN_2174341	10888	GPR83
ILMN_1740146	10888	GPR83
ILMN_1785345	53831	GPR84
ILMN_1748338	54329	GPR85
ILMN_1656422	53836	GPR87
ILMN_1812946	54112	GPR88
ILMN_2116594	51463	GPR89A
ILMN_1804539	51463	GPR89B
ILMN_1696510	728932	GPR89C
ILMN_1689869	728932	GPR89C
ILMN_1798977	222487	GPR97
ILMN_1765941	222487	GPR97
ILMN_1815054	222487	GPR97
ILMN_1731161	222487	GPR97
ILMN_1690621	84059	GPR98
ILMN_2407564	84059	GPR98
ILMN_1787627	9737	GPRASP1
ILMN_1754727	114928	GPRASP2
ILMN_2337618	114928	GPRASP2
ILMN_1682599	9052	GPRC5A
ILMN_1786034	51704	GPRC5B
ILMN_1724211	55890	GPRC5C
ILMN_1774528	55890	GPRC5C
ILMN_2352090	55890	GPRC5C
ILMN_1781145	55507	GPRC5D
ILMN_1732807	222545	GPRC6A
ILMN_1653263	114787	GPRIN1
ILMN_3241501	9721	GPRIN2
ILMN_1776435	285513	GPRIN3
ILMN_1769960	2873	GPS1
ILMN_1795876	2873	GPS1
ILMN_2309228	2873	GPS1
ILMN_1815158	2874	GPS2
ILMN_1751666	26086	GPSM1
ILMN_1667064	26086	GPSM1
ILMN_1709307	26086	GPSM1
ILMN_2139816	29899	GPSM2
ILMN_1662799	63940	GPSM3
ILMN_1795257	2875	GPT
ILMN_1684158	84706	GPT2
ILMN_1749662	2876	GPX1
ILMN_1787412	2876	GPX1
ILMN_2133205	2877	GPX2
ILMN_1726666	2878	GPX3
ILMN_1734353	2879	GPX4
ILMN_2378952	2879	GPX4
ILMN_2385416	2880	GPX5
ILMN_2385410	2880	GPX5
ILMN_1775871	2880	GPX5
ILMN_1740990	257202	GPX6
ILMN_1726030	2882	GPX7
ILMN_3242038	493869	GPX8
ILMN_1737157	57655	GRAMD1A
ILMN_3237376	57476	GRAMD1B
ILMN_2052717	54762	GRAMD1C
